Nombre,Edad,Ciudad,Nacionalidad,Fecha_registro,Frontera
Juan Pérez,8,Cúcuta,Colombia,2024-09-23,Leticia
Marta Castillo%,3,Barranquilla,Venezuela,2021-06-18,Vichada
Ana Martínez,29,Bucaramanga,Venezuela,2024-03-17,Arauca
Ana Martínez!,78,Cali,Venezuela,2020-08-09,Leticia
Carlos Rodríguez,50,Cartagena,Venezuela,2025-03-24,La Guajira
María Lopez@,26,Bogotá,Colombia,2020-09-11,Leticia
Luisa Morales,66,Cali,Ecuador,2021-09-19,Arauca
Ana Martínez,45,Bucaramanga!,Ecuador,2024-12-24,Leticia
Andrés Rivera,11,Barranquilla,Colombia,2020-08-19,Aeropuerto El Dorado
Luisa Morales,15,Cartagena,Perú,2025-04-17,Vichada
Juan Pérez,76,Bucaramanga,Venezuela,2024-01-26,Vichada
Andrés Rivera,50,Cartagena#,Venezuela,2022-09-03,Leticia
Marta Castillo#,1,Cúcuta,Ecuador,2024-08-21,Vichada
Jorge Herrera,36,Bogotá,Venezuela,2020-10-30,La Guajira
María Lopez,33,Cartagena,Perú,2022-07-08,Arauca
Sofía Torres,79,Cúcuta,Colombia,2025-08-21,Norte de Santander
Ana Martínez?,14,Cali,Venezuela,2024-09-04,Vichada
Juan Pérez,80,Medellín,Venezuela,2024-05-31,Norte de Santander
Andrés Rivera,32,Medellín%,Venezuela,2021-11-21,Vichada%
Sofía Torres,63,Cali,Colombia,2023-10-15,Norte de Santander
Juan Pérez*,64,Bucaramanga,Perú,2024-05-18,Leticia
Luisa Morales,32,Barranquilla,Venezuela,2023-01-28,Norte de Santander
Carlos Rodríguez,7,Bucaramanga,Colombia,2025-01-30,Arauca
María Lopez?,33,Barranquilla,Perú,2022-03-28,La Guajira
Jorge Herrera,62,Cúcuta,Venezuela,2022-03-13,Aeropuerto El Dorado
Sofía Torres,4,Cali,Colombia,2020-10-22,Norte de Santander
Marta Castillo@,57,Barranquilla,Perú,2021-05-23,Aeropuerto El Dorado
Sofía Torres,61,Barranquilla,Colombia,2022-03-20,La Guajira
Jorge Herrera,74,Barranquilla,Colombia,2021-11-03,Arauca
Andrés Rivera,23,Bogotá,Venezuela,2020-09-25,Norte de Santander
María Lopez,33,Medellín,Venezuela,2022-07-07,Aeropuerto El Dorado
María Lopez,55,Bogotá,Colombia,2023-11-09,Leticia
Carlos Rodríguez,73,Bucaramanga,Colombia,2023-06-19,Norte de Santander
Ana Martínez,66,Barranquilla,Ecuador,2023-03-29,La Guajira
Sofía Torres,51,Cali,Colombia,2020-11-24,Arauca
María Lopez@,27,Cali,Venezuela,2023-04-22,Norte de Santander
Carlos Rodríguez*,3,Cúcuta,Venezuela,2024-06-18,Arauca
Andrés Rivera,40,Cali,Colombia,2025-04-24,Norte de Santander
Marta Castillo,14,Cúcuta,Colombia,2025-08-09,Norte de Santander
Ana Martínez,33,Cúcuta@,Colombia,2022-09-19,Arauca
Luisa Morales,20,Medellín,Ecuador,2025-10-22,Arauca
Jorge Herrera,67,Bucaramanga?,Colombia,2025-07-27,Aeropuerto El Dorado
Carlos Rodríguez,6,Cartagena,Ecuador,2023-03-25,Aeropuerto El Dorado
Marta Castillo,16,Bogotá%,Ecuador,2025-08-06,Norte de Santander
Andrés Rivera,31,Bogotá,Ecuador,2022-12-04,Aeropuerto El Dorado
Andrés Rivera,49,Cúcuta,Venezuela,2023-05-09,Leticia
Pedro Gómez,9,Cartagena,Ecuador,2020-07-15,Arauca
María Lopez,35,Barranquilla,Perú,2020-03-25,La Guajira
Sofía Torres,26,Cartagena,Colombia,2025-10-01,La Guajira
Marta Castillo,24,Cartagena,Ecuador,2021-09-02,Aeropuerto El Dorado
Jorge Herrera,60,Cúcuta,Colombia,2020-08-25,Arauca
Sofía Torres,69,Cúcuta,Perú,2024-06-14,Leticia
Pedro Gómez,31,Medellín,Colombia,2024-07-18,Norte de Santander
Pedro Gómez,50,Medellín,Venezuela,2021-10-13,Leticia
Andrés Rivera,55,Cali,Ecuador,2021-05-08,Norte de Santander
Carlos Rodríguez,23,Cali,Ecuador,2021-06-04,La Guajira
Juan Pérez,18,Bogotá,Ecuador,2022-11-06,Leticia
Pedro Gómez,17,Bogotá,Venezuela,2024-04-06,Norte de Santander
Carlos Rodríguez,6,Medellín,Venezuela,2020-06-08,Aeropuerto El Dorado
Marta Castillo*,70,Barranquilla,Perú,2024-01-05,La Guajira
Carlos Rodríguez,15,Cali,Venezuela,2025-12-28,Aeropuerto El Dorado
Juan Pérez,33,Medellín,Colombia,2022-01-18,Arauca
María Lopez,31,Barranquilla,Ecuador,2025-11-25,Aeropuerto El Dorado
María Lopez,32,Cartagena,Venezuela,2021-02-12,Vichada
Sofía Torres,52,Barranquilla,Ecuador,2025-02-27,Norte de Santander
María Lopez,72,Cartagena,Ecuador,2024-02-26,La Guajira
Pedro Gómez,67,Barranquilla,Perú,2020-03-16,Norte de Santander
Carlos Rodríguez,76,Bogotá,Perú,2022-07-06,Norte de Santander
Sofía Torres,80,Cúcuta,Perú,2022-04-11,Norte de Santander
Jorge Herrera,42,Medellín,Ecuador,2023-05-02,La Guajira
Carlos Rodríguez,62,Medellín,Venezuela,2021-06-22,Vichada
Sofía Torres,15,Cúcuta,Venezuela,2025-06-12,La Guajira
Carlos Rodríguez,25,Cúcuta,Perú,2025-12-22,Arauca
Marta Castillo,68,Cartagena,Colombia,2020-11-24,Aeropuerto El Dorado
Jorge Herrera,75,Cúcuta,Perú,2021-04-28,Vichada
Juan Pérez,61,Bogotá,Venezuela,2021-07-03,Aeropuerto El Dorado
Luisa Morales,70,Medellín,Ecuador,2024-07-24,Arauca
Andrés Rivera,51,Cali,Perú,2022-02-02,Norte de Santander
Pedro Gómez,16,Cartagena,Perú,2024-03-01,Arauca
Sofía Torres,23,Cúcuta,Ecuador,2023-12-22,La Guajira
Pedro Gómez,57,Cartagena,Ecuador,2024-03-28,Vichada
Ana Martínez,51,Cartagena,Colombia,2023-01-15,Norte de Santander
Ana Martínez$,30,Barranquilla@,Ecuador,2025-12-02,Arauca
Sofía Torres,76,Cúcuta,Venezuela,2020-11-11,Vichada
Luisa Morales,68,Bogotá,Venezuela,2020-06-03,La Guajira
Andrés Rivera,39,Cartagena,Perú,2021-02-19,Arauca
María Lopez,71,Barranquilla,Venezuela,2020-09-06,Arauca
Jorge Herrera,26,Bucaramanga,Ecuador,2021-03-21,Vichada
Marta Castillo,30,Medellín!,Ecuador,2022-11-26,Norte de Santander
Carlos Rodríguez,80,Bucaramanga,Venezuela,2022-11-21,Norte de Santander
Pedro Gómez,28,Cali,Perú,2024-05-18,La Guajira
Luisa Morales,71,Medellín!,Ecuador,2021-09-12,Leticia
Pedro Gómez?,52,Barranquilla,Colombia,2024-05-13,Aeropuerto El Dorado
Ana Martínez,79,Cali,Venezuela,2021-06-07,Aeropuerto El Dorado
Pedro Gómez,70,Cali,Venezuela,2020-03-22,La Guajira
Carlos Rodríguez,57,Barranquilla,Perú,2022-11-15,Vichada
Ana Martínez,3,Bogotá,Colombia,2022-09-20,La Guajira
Marta Castillo,46,Bucaramanga,Ecuador,2021-02-05,Leticia
Andrés Rivera,60,Bogotá,Ecuador,2020-04-23,Norte de Santander
Andrés Rivera,42,Cúcuta,Colombia,2020-12-12,La Guajira
Andrés Rivera,15,Medellín,Venezuela,2024-01-31,Norte de Santander
Pedro Gómez,51,Cartagena,Colombia,2023-05-24,Leticia
Jorge Herrera,76,Barranquilla%,Perú,2021-07-25,Arauca
Pedro Gómez,79,Barranquilla,Colombia,2023-09-18,Vichada
Luisa Morales,64,Cali,Perú,2020-04-13,Aeropuerto El Dorado
Sofía Torres,69,Cali%,Venezuela,2025-04-15,Arauca
Carlos Rodríguez,10,Cúcuta,Perú,2024-09-24,Leticia
Carlos Rodríguez,53,Bogotá,Perú,2022-11-29,Leticia
Sofía Torres,60,Barranquilla,Perú,2025-07-16,Leticia
Luisa Morales,22,Bogotá,Ecuador,2025-04-20,Arauca
Juan Pérez,56,Cali@,Perú,2025-04-30,Aeropuerto El Dorado
María Lopez,48,Bogotá,Perú,2023-06-15,Leticia
Sofía Torres,60,Cúcuta,Venezuela,2024-05-07,Norte de Santander
Andrés Rivera,30,Cartagena,Colombia,2021-06-12,La Guajira
Juan Pérez,33,Medellín,Ecuador,2025-07-05,Norte de Santander
María Lopez,43,Barranquilla*,Colombia,2024-11-22,Norte de Santander
Andrés Rivera,37,Bucaramanga,Colombia,2023-03-03,Leticia
Marta Castillo,11,Barranquilla,Venezuela,2021-07-09,Leticia
Carlos Rodríguez,37,Cali,Perú,2022-04-25,Arauca
Jorge Herrera,2,Cali,Colombia,2022-02-12,Norte de Santander
Carlos Rodríguez,72,Cúcuta,Ecuador,2023-09-26,Vichada
Jorge Herrera,74,Cartagena,Perú,2021-01-20,Leticia
Ana Martínez,19,Cartagena@,Colombia,2020-05-20,Vichada
Sofía Torres,32,Bucaramanga,Colombia,2022-05-20,Norte de Santander
Andrés Rivera,8,Cúcuta,Ecuador,2020-04-30,Norte de Santander
Carlos Rodríguez*,17,Barranquilla,Venezuela,2024-04-30,Leticia
Luisa Morales,58,Cúcuta,Ecuador,2023-09-24,Vichada
Pedro Gómez,6,Cali,Colombia,2025-12-17,Leticia
Jorge Herrera,21,Bucaramanga,Venezuela,2023-04-23,Leticia
Marta Castillo,80,Bucaramanga,Ecuador,2025-12-05,Vichada
María Lopez,30,Cartagena%,Venezuela,2022-01-28,Norte de Santander
María Lopez,18,Bucaramanga,Colombia,2023-11-25,Arauca
Marta Castillo,70,Medellín,Venezuela,2023-07-28,Norte de Santander
María Lopez,20,Bogotá,Colombia,2025-06-12,Arauca
Jorge Herrera,12,Medellín,Perú,2024-04-17,La Guajira
Sofía Torres,13,Bogotá,Venezuela,2020-06-12,Norte de Santander
María Lopez,39,Cali,Colombia,2021-05-24,Norte de Santander
Ana Martínez,79,Barranquilla,Colombia,2024-05-08,La Guajira
Ana Martínez,39,Cali,Ecuador,2025-06-12,Arauca
Sofía Torres,53,Bucaramanga,Ecuador,2024-07-15,Norte de Santander
Marta Castillo,14,Cartagena,Ecuador,2025-08-05,Norte de Santander
Luisa Morales$,65,Cúcuta,Colombia,2021-07-10,Arauca
Marta Castillo,79,Bucaramanga,Venezuela,2020-06-14,Leticia
Marta Castillo,2,Medellín,Perú,2022-10-15,Norte de Santander
Marta Castillo,28,Bogotá,Perú,2023-03-08,La Guajira
Luisa Morales,19,Bucaramanga,Colombia,2020-02-07,Leticia
Sofía Torres,18,Barranquilla,Colombia,2023-06-09,Leticia
Jorge Herrera,80,Cali,Venezuela,2025-12-03,Leticia
Juan Pérez,7,Medellín,Ecuador,2023-01-15,La Guajira
María Lopez,3,Cali,Venezuela,2025-06-17,La Guajira
Carlos Rodríguez,39,Barranquilla,Ecuador,2022-03-14,La Guajira
María Lopez,29,Medellín,Perú,2023-08-26,Aeropuerto El Dorado
Juan Pérez,18,Cúcuta,Perú,2021-10-01,Norte de Santander
Andrés Rivera,23,Cúcuta,Ecuador,2022-03-17,Leticia
Sofía Torres!,31,Medellín,Perú,2023-06-29,Arauca
Andrés Rivera,47,Bucaramanga,Colombia,2024-04-21,Leticia
Carlos Rodríguez,52,Barranquilla,Venezuela,2020-09-19,Arauca
Juan Pérez,57,Barranquilla,Venezuela,2020-10-16,Vichada
Juan Pérez!,67,Cúcuta$,Ecuador,2020-02-29,Vichada
Luisa Morales,32,Cali,Ecuador,2024-08-29,La Guajira
Marta Castillo?,22,Cali,Perú,2025-12-03,Leticia
Sofía Torres#,52,Medellín,Colombia,2024-10-30,Leticia
Andrés Rivera,77,Bucaramanga,Colombia,2024-07-10,Aeropuerto El Dorado
Sofía Torres,75,Barranquilla,Venezuela,2023-01-22,Vichada
Jorge Herrera,26,Cúcuta$,Perú,2024-06-09,Aeropuerto El Dorado
Carlos Rodríguez,68,Medellín,Colombia,2021-08-07,La Guajira
Carlos Rodríguez,59,Cúcuta,Ecuador,2025-09-14,Vichada
Carlos Rodríguez,10,Cartagena,Colombia,2021-01-11,La Guajira
Ana Martínez,34,Cali,Ecuador,2023-12-28,Vichada
Pedro Gómez,39,Cali,Venezuela,2020-10-28,Norte de Santander
Sofía Torres@,68,Cali,Perú,2022-05-11,Leticia
Marta Castillo@,7,Cartagena#,Ecuador,2025-08-19,Leticia
Pedro Gómez,78,Bucaramanga,Perú,2024-06-23,Norte de Santander
Ana Martínez!,62,Bucaramanga,Colombia,2023-03-30,La Guajira
Jorge Herrera$,48,Cúcuta,Colombia,2025-08-05,Aeropuerto El Dorado
Pedro Gómez,39,Barranquilla,Venezuela,2024-01-01,Vichada
Juan Pérez,42,Bogotá,Venezuela,2024-02-27,Leticia
Juan Pérez,18,Bucaramanga,Venezuela,2020-06-26,Vichada
Juan Pérez,64,Cúcuta,Ecuador,2020-03-12,Leticia
Carlos Rodríguez,24,Medellín,Perú,2024-05-20,Aeropuerto El Dorado
Andrés Rivera,37,Cali,Venezuela,2022-05-30,Arauca
Marta Castillo,63,Medellín@,Ecuador,2021-12-19,Leticia
Luisa Morales,27,Cúcuta,Colombia,2025-06-19,Vichada
Ana Martínez,72,Medellín,Venezuela,2025-06-25,Arauca
María Lopez,35,Cartagena,Perú,2021-03-06,La Guajira
Ana Martínez,77,Cúcuta,Venezuela,2024-03-10,Norte de Santander
Andrés Rivera,67,Bucaramanga,Ecuador,2021-10-24,Norte de Santander
Marta Castillo?,63,Barranquilla,Colombia,2023-06-26,Aeropuerto El Dorado
Pedro Gómez,58,Cali,Colombia,2022-04-05,Vichada
Juan Pérez,72,Bucaramanga,Colombia,2021-04-18,Leticia
Juan Pérez,63,Barranquilla,Venezuela,2020-01-08,Aeropuerto El Dorado
Andrés Rivera,45,Barranquilla,Ecuador,2022-09-19,Arauca
Luisa Morales,42,Cali#,Venezuela,2020-10-03,Leticia
Andrés Rivera,69,Bogotá,Ecuador,2025-01-03,Arauca
Sofía Torres,69,Barranquilla,Ecuador,2020-05-04,La Guajira
Marta Castillo,43,Cartagena,Colombia,2021-03-16,La Guajira
Pedro Gómez,26,Barranquilla,Ecuador,2022-05-23,Leticia
Juan Pérez,51,Bogotá,Ecuador,2025-10-23,Arauca
Juan Pérez,51,Cartagena,Ecuador,2023-02-25,Vichada
Pedro Gómez,53,Bucaramanga*,Venezuela,2022-08-02,Arauca
Jorge Herrera,6,Bucaramanga,Ecuador,2024-06-27,Norte de Santander
Carlos Rodríguez,61,Cartagena,Ecuador,2025-04-03,Arauca
María Lopez,57,Bucaramanga,Ecuador,2025-08-06,Norte de Santander
Jorge Herrera,23,Bucaramanga,Colombia,2024-11-07,Vichada
Marta Castillo,21,Bogotá,Perú,2025-01-27,Leticia
Juan Pérez,44,Cali,Ecuador,2023-09-08,Leticia
Jorge Herrera,10,Bogotá,Perú,2021-02-24,Leticia
Jorge Herrera,57,Bucaramanga,Perú,2024-07-05,Arauca
Jorge Herrera,28,Barranquilla,Ecuador,2025-12-25,Leticia
Ana Martínez,40,Cali,Colombia,2024-11-02,La Guajira
Luisa Morales,75,Cartagena,Ecuador,2023-08-14,Norte de Santander
Carlos Rodríguez,45,Cúcuta,Colombia,2021-02-10,Aeropuerto El Dorado
María Lopez,38,Bogotá,Ecuador,2025-06-23,Aeropuerto El Dorado
Luisa Morales,53,Bogotá,Venezuela,2022-03-30,Aeropuerto El Dorado
Juan Pérez,28,Bucaramanga,Ecuador,2024-05-25,Vichada
Carlos Rodríguez,71,Bucaramanga,Colombia,2023-03-13,Leticia
Juan Pérez,65,Cartagena,Colombia,2024-03-18,Aeropuerto El Dorado
Luisa Morales,3,Cartagena,Venezuela,2025-04-25,Norte de Santander
Marta Castillo,42,Medellín,Venezuela,2025-11-22,La Guajira
María Lopez,18,Bucaramanga,Colombia,2025-10-03,La Guajira
Andrés Rivera,26,Cali,Venezuela,2021-12-06,Vichada
Marta Castillo,9,Cúcuta,Ecuador,2020-04-25,Leticia
Jorge Herrera,12,Medellín,Venezuela,2023-12-07,La Guajira
Marta Castillo,41,Medellín,Venezuela,2025-04-26,Vichada
Pedro Gómez,76,Cúcuta,Ecuador,2021-01-13,Arauca
Ana Martínez,60,Cúcuta,Ecuador,2020-06-07,Arauca
Pedro Gómez,76,Bogotá,Colombia,2022-06-29,Arauca
María Lopez,25,Bucaramanga,Colombia,2020-01-01,Norte de Santander
Sofía Torres,21,Cali,Perú,2022-09-20,La Guajira
Pedro Gómez,17,Cúcuta,Colombia,2025-08-04,Leticia
Ana Martínez,65,Bucaramanga,Colombia,2023-01-22,Vichada
Luisa Morales,69,Bogotá,Perú,2024-07-06,Norte de Santander
Pedro Gómez,55,Medellín,Venezuela,2022-04-04,Arauca
Andrés Rivera,26,Bogotá,Venezuela,2024-10-24,Norte de Santander
Sofía Torres,43,Cartagena,Colombia,2025-07-10,La Guajira
María Lopez,14,Barranquilla,Venezuela,2022-02-28,Vichada
Sofía Torres,23,Bucaramanga,Ecuador,2024-10-14,Leticia
Luisa Morales,62,Medellín,Venezuela,2025-10-28,La Guajira
Juan Pérez,12,Bucaramanga,Venezuela,2022-12-20,Leticia
María Lopez,78,Medellín,Perú,2023-08-09,Leticia
María Lopez,49,Barranquilla,Colombia,2024-02-02,Arauca
María Lopez,36,Barranquilla,Ecuador,2020-01-17,Arauca
Ana Martínez*,74,Cartagena,Ecuador,2020-02-06,Norte de Santander
Juan Pérez,38,Cúcuta,Colombia,2022-01-22,Aeropuerto El Dorado
María Lopez$,54,Bucaramanga,Colombia,2025-08-10,La Guajira
Carlos Rodríguez!,39,Cúcuta*,Ecuador,2022-07-25,Leticia
Ana Martínez,59,Cartagena,Perú,2020-12-18,Vichada
Sofía Torres,45,Barranquilla,Ecuador,2021-04-13,Vichada
Andrés Rivera*,26,Bogotá,Colombia,2025-07-26,Vichada
Pedro Gómez,40,Bucaramanga,Ecuador,2021-12-22,Arauca
Pedro Gómez,71,Barranquilla,Ecuador,2025-11-03,Norte de Santander
Luisa Morales,39,Cali,Ecuador,2023-12-01,Arauca
María Lopez,54,Medellín,Perú,2024-08-30,Vichada
Andrés Rivera,25,Bogotá,Venezuela,2022-07-25,Leticia
Marta Castillo,52,Bogotá,Perú,2022-08-23,Vichada
Ana Martínez,8,Bogotá,Perú,2024-01-15,Vichada
Ana Martínez,26,Bogotá%,Perú,2020-03-29,Aeropuerto El Dorado
Pedro Gómez,19,Barranquilla,Venezuela,2023-01-19,Arauca
María Lopez%,69,Medellín,Venezuela,2023-11-11,Norte de Santander
Jorge Herrera,55,Barranquilla,Venezuela,2022-05-19,La Guajira
Andrés Rivera,79,Cartagena,Colombia,2025-01-27,La Guajira
Marta Castillo,80,Cúcuta,Ecuador,2022-02-03,Leticia
María Lopez,45,Cartagena,Venezuela,2024-04-25,Arauca
Andrés Rivera,73,Bogotá%,Venezuela,2020-11-30,Arauca
Marta Castillo,38,Bogotá,Venezuela,2025-08-20,Aeropuerto El Dorado
Marta Castillo,42,Cúcuta,Ecuador,2020-03-29,Aeropuerto El Dorado
Pedro Gómez,72,Cali,Perú,2024-01-09,Vichada
Sofía Torres,62,Bogotá,Venezuela,2021-07-27,Aeropuerto El Dorado
Luisa Morales,6,Barranquilla,Colombia,2021-03-03,Norte de Santander
Marta Castillo%,80,Cali,Venezuela,2022-08-03,Aeropuerto El Dorado
Sofía Torres,22,Bucaramanga,Ecuador,2022-09-13,Aeropuerto El Dorado
Juan Pérez,16,Barranquilla,Perú,2022-05-01,Aeropuerto El Dorado
Juan Pérez,66,Bucaramanga,Perú,2022-02-02,Norte de Santander
Luisa Morales,62,Cúcuta,Colombia,2022-03-19,La Guajira
Juan Pérez,49,Cúcuta#,Venezuela,2020-06-17,Aeropuerto El Dorado
Sofía Torres,33,Barranquilla?,Perú,2023-08-07,Leticia
María Lopez,30,Cúcuta,Venezuela,2025-11-30,Norte de Santander
Juan Pérez,14,Cartagena,Venezuela,2025-07-29,Vichada
María Lopez,22,Cúcuta,Venezuela,2021-06-15,La Guajira
Ana Martínez,23,Bogotá,Venezuela,2024-12-19,Vichada
Ana Martínez,46,Bucaramanga,Colombia,2023-06-01,La Guajira
Andrés Rivera$,40,Cartagena,Venezuela,2020-10-30,Leticia
María Lopez,77,Bucaramanga,Ecuador,2024-06-21,Norte de Santander
Juan Pérez,29,Barranquilla,Ecuador,2022-03-18,Arauca
Sofía Torres%,17,Cali@,Ecuador,2022-11-01,La Guajira
Jorge Herrera,63,Bucaramanga,Venezuela,2023-04-12,Arauca
Pedro Gómez?,80,Barranquilla,Perú,2025-03-13,Norte de Santander
Sofía Torres,2,Cúcuta,Ecuador,2020-07-31,Vichada
Juan Pérez,72,Bogotá#,Perú,2021-01-16,Aeropuerto El Dorado
Juan Pérez,40,Cúcuta,Venezuela,2025-12-21,Aeropuerto El Dorado
Pedro Gómez,42,Barranquilla,Perú,2020-10-13,Aeropuerto El Dorado
Juan Pérez,11,Cúcuta,Venezuela,2023-01-26,Leticia
Carlos Rodríguez,4,Cúcuta,Colombia,2025-05-30,Leticia
Luisa Morales,56,Cúcuta,Colombia,2020-11-19,Vichada
Andrés Rivera,70,Cali,Colombia,2020-04-15,La Guajira
Carlos Rodríguez,62,Cali,Ecuador,2021-09-04,Leticia
Carlos Rodríguez,43,Medellín,Perú,2024-11-08,Arauca
Luisa Morales,70,Cúcuta,Venezuela,2023-04-07,Arauca
Pedro Gómez,60,Cali,Perú,2023-02-04,Vichada
Ana Martínez,77,Barranquilla,Perú,2025-03-01,Norte de Santander
Luisa Morales,62,Cúcuta?,Colombia,2023-02-27,Leticia
Andrés Rivera,40,Cali,Ecuador,2023-09-25,Norte de Santander
Sofía Torres,39,Cartagena,Colombia,2024-04-07,Vichada
Ana Martínez,26,Barranquilla,Perú,2020-05-28,Vichada?
Marta Castillo,29,Cartagena,Venezuela,2020-12-03,Vichada
Sofía Torres,51,Cali,Colombia,2025-10-16,Aeropuerto El Dorado
María Lopez,58,Cúcuta,Perú,2025-11-01,Aeropuerto El Dorado
Marta Castillo,62,Medellín,Ecuador,2021-04-01,Aeropuerto El Dorado
Luisa Morales,34,Cúcuta,Ecuador,2024-10-02,Vichada
Juan Pérez,79,Cúcuta,Ecuador,2022-01-11,Arauca
Pedro Gómez,65,Bogotá,Colombia,2024-10-08,Arauca
Jorge Herrera,69,Cartagena,Venezuela,2022-11-20,Leticia
Ana Martínez,65,Bogotá,Perú,2024-06-15,Arauca
Ana Martínez,38,Cúcuta,Colombia,2023-10-01,Arauca
Luisa Morales,33,Medellín,Ecuador,2023-03-08,Vichada
Luisa Morales,1,Cali,Ecuador,2020-06-27,Leticia
Jorge Herrera,32,Cali,Colombia,2021-07-31,Vichada
Carlos Rodríguez,80,Bogotá,Ecuador,2020-09-29,Aeropuerto El Dorado
María Lopez,52,Cali,Ecuador,2023-02-24,Vichada
Ana Martínez,30,Cúcuta*,Perú,2022-10-30,Leticia
Carlos Rodríguez,34,Bucaramanga,Colombia,2025-12-14,Norte de Santander
Marta Castillo,56,Bogotá,Colombia,2023-09-13,Vichada
Ana Martínez,58,Bogotá,Ecuador,2020-09-15,La Guajira
Sofía Torres,74,Cali,Venezuela,2024-01-18,Aeropuerto El Dorado
Jorge Herrera,61,Cali,Perú,2020-01-28,Vichada
Ana Martínez,8,Cali,Venezuela,2021-03-09,Arauca
Sofía Torres,1,Bogotá*,Venezuela,2023-12-07,Arauca
Andrés Rivera,25,Cartagena,Venezuela,2023-12-15,Leticia
Ana Martínez!,45,Cúcuta,Colombia,2020-06-01,Vichada
Juan Pérez,17,Cali,Colombia,2025-09-08,Norte de Santander
Andrés Rivera,64,Cali,Venezuela,2023-11-20,Aeropuerto El Dorado
Ana Martínez,58,Cartagena,Venezuela,2025-01-31,Arauca
Carlos Rodríguez,40,Cartagena?,Venezuela,2022-02-04,Vichada
Pedro Gómez,29,Bucaramanga,Ecuador,2024-07-10,Aeropuerto El Dorado
Ana Martínez,14,Bogotá,Perú,2022-08-09,Arauca
Sofía Torres#,48,Cúcuta,Perú,2025-02-28,La Guajira
Carlos Rodríguez,36,Bucaramanga,Ecuador,2024-12-20,Vichada
María Lopez,38,Bucaramanga*,Ecuador,2021-06-12,Leticia
Carlos Rodríguez,51,Bucaramanga,Venezuela,2025-01-15,Norte de Santander
Sofía Torres,32,Cartagena,Perú,2025-12-31,La Guajira
María Lopez,48,Cartagena*,Perú,2020-07-30,Norte de Santander
Juan Pérez,76,Cartagena,Perú,2024-09-24,Norte de Santander
Juan Pérez,23,Bucaramanga,Ecuador,2021-05-11,Norte de Santander
Ana Martínez,77,Barranquilla#,Ecuador,2020-08-09,Norte de Santander
Juan Pérez,65,Bogotá,Venezuela,2025-02-26,La Guajira
Jorge Herrera,34,Bogotá*,Venezuela,2020-10-22,Vichada
Andrés Rivera,5,Barranquilla,Venezuela,2020-11-19,Leticia
Ana Martínez,41,Cúcuta,Perú,2023-07-05,Vichada
Pedro Gómez,22,Cartagena,Colombia,2020-05-15,Norte de Santander
María Lopez,20,Cúcuta,Ecuador,2020-06-18,Leticia
María Lopez@,36,Medellín,Colombia,2025-05-15,Leticia
Andrés Rivera#,1,Barranquilla,Venezuela,2021-12-03,Arauca
María Lopez,74,Bucaramanga,Ecuador,2023-02-05,Leticia
Pedro Gómez,55,Bucaramanga,Perú,2020-08-21,Arauca
Andrés Rivera,4,Bogotá$,Venezuela,2020-06-09,Norte de Santander
Ana Martínez,46,Bogotá,Ecuador,2022-07-01,Aeropuerto El Dorado
Juan Pérez,17,Cartagena,Perú,2023-04-29,Leticia
Sofía Torres,64,Cartagena,Colombia,2025-01-12,Aeropuerto El Dorado
Jorge Herrera,77,Barranquilla,Perú,2025-05-15,La Guajira
Ana Martínez,71,Cúcuta,Venezuela,2020-03-05,Arauca
Pedro Gómez,10,Cúcuta,Colombia,2025-05-30,Aeropuerto El Dorado
Ana Martínez,9,Bogotá,Perú,2024-11-05,Norte de Santander
María Lopez,55,Barranquilla,Ecuador,2023-02-22,Aeropuerto El Dorado
Marta Castillo,39,Bucaramanga,Perú,2021-06-20,Leticia
Luisa Morales,6,Bucaramanga,Venezuela,2024-12-28,Leticia
Sofía Torres,56,Medellín,Ecuador,2023-09-23,Arauca
Ana Martínez,18,Bogotá,Perú,2025-05-15,La Guajira
Marta Castillo,14,Medellín,Venezuela,2021-01-24,Norte de Santander
Marta Castillo,15,Medellín!,Colombia,2024-05-06,Vichada
María Lopez,12,Cúcuta,Venezuela,2020-10-29,La Guajira
Andrés Rivera,72,Cúcuta,Colombia,2020-10-30,Norte de Santander
Luisa Morales,80,Medellín,Venezuela,2022-01-20,Norte de Santander
Juan Pérez,30,Cúcuta,Perú,2024-07-03,Leticia
Juan Pérez,47,Bogotá,Colombia,2024-08-22,Norte de Santander
Carlos Rodríguez,22,Barranquilla,Perú,2021-08-05,Aeropuerto El Dorado
Andrés Rivera,23,Bucaramanga,Perú,2022-06-21,Arauca
Ana Martínez,14,Medellín,Colombia,2020-04-16,Aeropuerto El Dorado
María Lopez,1,Cali,Venezuela,2021-04-03,Arauca
Luisa Morales,79,Medellín,Venezuela,2021-10-05,Vichada
Jorge Herrera,1,Bogotá,Ecuador,2021-12-28,Norte de Santander
Carlos Rodríguez,36,Bogotá,Ecuador,2021-05-12,Vichada
Carlos Rodríguez,57,Bucaramanga,Colombia,2020-07-21,La Guajira
Ana Martínez,34,Bogotá,Ecuador,2025-06-15,Arauca
Andrés Rivera!,68,Barranquilla,Ecuador,2021-10-06,Norte de Santander
Ana Martínez,47,Bogotá,Colombia,2024-08-03,La Guajira
Marta Castillo@,54,Bogotá,Colombia,2022-04-30,Vichada
María Lopez,13,Cali,Venezuela,2020-06-15,Aeropuerto El Dorado
Carlos Rodríguez,71,Cartagena%,Venezuela,2022-12-26,Vichada
